,hardware_model,instrument_name,serial_numbers,transmit_frequency,phased_array,cruise_beg_date,blanking_interval,bin_length,transducer_beam_angle,transmit_pulse_length,comments,bw_from_comments,bw_from_hardware_model,bw_from_transmit_frequency,bandwidth
530,VM-150,VM-150,,,,1999-02-19 02:13:22.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
531,VM-150,VM-150,,,,1999-03-31 00:54:11.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
532,VM-150,VM-150,,,,1999-04-16 22:52:52.000000000,16m,8m,,8m,All 4 beams returned a maximum of 80-85%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
533,VM-150,VM-150,,,,1999-05-08 04:31:20.000000000,16m,8m,,8m,All 4 beams returned a maximum of 70-80%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
534,VM-150,VM-150,,,,1999-06-09 03:18:14.999999998,16m,8m,,8m,All 4 beams returned a maximum of 95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
535,VM-150,VM-150,,,,1999-08-19 20:08:07.000000000,16m,8m,,8m,All 4 beams returned a maximum of 75-80%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
536,VM-150,VM-150,,,,1999-12-05 03:22:33.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
537,VM-150,VM-150,,,,1999-12-20 07:46:28.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
538,VM-150,VM-150,,,,2000-02-14 22:09:33.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
539,VM-150,VM-150,,,,2000-04-08 03:02:27.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
540,VM-150,VM-150,,,,2000-05-11 09:11:09.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
541,VM-150,VM-150,,,,2000-06-06 04:40:42.000000000,16m,8m,,8m,All 4 beams returned a maximum of 70-90%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
542,VM-150,VM-150,,,,2000-07-02 17:25:56.000000000,16m,8m,,8m,All 4 beams returned a maximum of 95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
543,VM-150,VM-150,,,,2000-10-28 17:37:20.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
544,VM-150,VM-150,,,,2000-11-21 09:51:21.000000004,16m,8m,,8m,All 4 beams returned a maximum of 85%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
545,VM-150,VM-150,,,,2000-12-21 11:39:27.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction (none),,,,
546,VM-150,VM-150,,,,2001-01-31 05:39:10.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
547,VM-150,VM-150,,,,2001-04-02 14:32:21.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90-95%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
548,VM-150,VM-150,,,,2001-04-25 02:20:02.000000000,16m,8m,,8m,All 4 beams returned a maximum of 100%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
549,VM-150,VM-150,,,,2001-09-08 02:36:06.000000000,16m,8m,,8m,All 4 beams returned a maximum of 95%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
550,VM-150,VM-150,,,,2001-11-10 04:08:32.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
551,VM-150,VM-150,,,,2001-12-06 02:15:52.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
552,VM-150,VM-150,,,,2002-01-18 15:46:14.000000000,16m,8m,,8m,All 4 beams returned a maximum of 90%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
553,VM-150,VM-150,,,,2002-04-09 20:01:22.000000001,16m,8m,,8m,All 4 beams returned a maximum of 85%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
554,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2001-08-06 20:43:55.000000000,4,8 m,30 deg.,8,data quality excellent in general,,narrowband,,narrowband
555,Narrowband 150,ZUNCLEAR: Narrowband 150,,150 kHz,,2001-03-12 16:49:47.000000000,4 m,8 m,,8 m,OK,,narrowband,,narrowband
556,VM-150,VM-150,,,,2001-07-23 10:54:15.000000000,16m,8m,,8m,All 4 beams returned a maximum of 95%///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
557,VM-150,VM-150,,,,2002-03-11 21:25:25.000000000,16m,8m,,8m,Only 4-5 bins of data (very shallow ocean depths)///Up to nine 60-kHz Syncro Loads///sound speed correction,,,,
558,VM-150,VM-150,,,,2002-08-01 04:41:11.000000000,16m,8m,,8m,"All 4 beams returned a maximum of 60-70%,///Up to nine 60-kHz Syncro Loads///sound speed correction",,,,
559,VM-150,VM-150,,,,2002-10-01 12:10:40.000000000,16m,8m,,8m,"All 4 beams returned a maximum of 60-85%,///Up to nine 60-kHz Syncro Loads///sound speed correction",,,,
560,NB 150 (VM-150-18HP),VM-150-18HP,,153.6 KHz,,1999-04-08 05:08:10.000000000,4 m,8 m,,8 m,,,narrowband,,narrowband
561,NB 150 (VM-150-18HP),VM-150-18HP,,153.6 KHz,,2000-08-27 21:19:43.000000000,4 m,8 m,,8 m,,,narrowband,,narrowband
562,150 kHz Narrowband,ZUNCLEAR: 150 kHz Narrowband,,,,2002-02-01 19:19:06.000000000,4 m,8 m,,8 m,,,narrowband,,narrowband
563,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,1999-09-14 05:53:43.999999996,4 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
564,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,1999-10-10 03:27:30.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
565,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,1999-10-26 13:15:00.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
566,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,1999-11-24 02:08:35.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
567,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,1999-12-17 12:36:21.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
568,RD-VM150,VM-150,,153,,2001-07-09 12:47:32.000000002,4 m,8 m,30,8 m,"prior to 7/9,18:37, instrument was running using",,,,
569,Ocean Surveyor 75 kHz Phased Array,OS-75,,75,Phased Array///Phased Array,2002-06-08 21:03:36.000000000,8 m,4 m,30,4 m,Configured for Broadband Mode,broadband,,,broadband
570,Ocean Surveyor 75 kHz Phased Array,OS-75,,75,Phased Array///Phased Array,2002-08-07 16:39:30.000000000,8 m,4 m,30,4 m,Configured for Broadband Mode,broadband,,,broadband
571,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-01-04 13:55:08.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
572,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-02-06 16:36:03.999999999,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
573,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-03-05 13:13:18.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
574,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-03-29 07:12:15.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
575,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-04-27 17:12:07.000000000,8 m,8 m,30 deg.,16 m,"The transducer is mounted in a well behind a///In August 2000, a sound velocity probe (SVP)",,,,
576,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-05-17 05:28:00.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
577,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-06-20 00:57:16.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
578,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-07-03 17:08:50.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
579,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-07-19 10:36:15.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
580,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-08-02 01:52:04.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
581,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-09-16 02:57:49.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
582,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-10-02 01:41:01.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
583,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-10-18 02:56:24.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
584,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-11-13 11:10:56.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
585,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2000-12-09 00:10:31.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
586,VM-150,VM-150,,,,2003-01-15 19:03:42.000000000,4 m,8 m,,8 m,All 4 beams had max between 50-70PG///Temperature looks fine.///The orientation of the transducer relative///OK,,,,
587,VM-150,VM-150,,,,2003-02-24 19:10:07.000000000,4 m,8 m,,8 m,All 4 beams had max between 50-70PG///Temperature looks fine.///The orientation of the transducer relative///OK,,,,
588,VM-150,VM-150,,,,2003-05-19 19:09:38.000000000,4 m,8 m,,8 m,All 4 beams had max between 50-80PG///Temperature looks fine.///The orientation of the transducer relative///OK,,,,
589,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2003-06-18 19:42:59.000000000,4 m,8 m,30 deg.,8 m,,,narrowband,,narrowband
590,VM-150,VM-150,,,,2003-07-18 19:38:36.000000000,4 m,8 m,,8 m,"All 4 beams had max between 10-70PG,///Temperature looks fine.///The orientation of the transducer relative///OK",,,,
591,RD-VM,VM-150,Ducer = 275,150kHz,,1997-03-04 03:40:15.000000000,4 m,8,30,8 m,also a Continuous Underway Fish///Positions from a Northstar 941X DGPS are///OK,,,,
592,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2000-05-29 16:10:08.000000000,4,8 m,30 deg.,8,data quality excellent in general,,narrowband,,narrowband
593,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2000-07-29 15:59:46.000000000,4,8 m,30 deg.,8,data quality excellent in general,,narrowband,,narrowband
594,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2002-06-01 19:21:57.000000000,4,8 m,30 deg.,8,"data quality good in general, but bin 1 (17m)",,narrowband,,narrowband
595,VM-150,VM-150,,153 KHz,,2002-11-02 19:20:02.999999996,4 m,8 m,30 deg,8 m,OK///Temperature looks fine.///fixed 2-minute intervals///The orientation of the transducer relative///OK,,,,
596,150 kHz Narrowband,ZUNCLEAR: 150 kHz Narrowband,,,,2003-06-10 23:10:08.000000000,4 m,8 m,,8 m,(1) Spotty data coverage during transit (economic zones),,narrowband,,narrowband
597,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2002-07-31 22:22:00.000000000,4,8 m,30 deg.,8,data quality excellent in general,,narrowband,,narrowband
598,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-01-05 11:52:08.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
599,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-02-03 05:10:37.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
600,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-02-21 02:43:12.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
601,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-03-19 06:06:57.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
602,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-04-21 13:31:34.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
603,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2001-07-22 09:11:27.000000000,,,30 deg.,,"The transducer is mounted in a well behind a///(output from CODAS lst_conf.cnt)///In August 2000, a sound velocity probe (SVP)",,,,
604,RD-VM150 Narrow band,VM-150,,153.6 kHz,,2001-05-23 20:12:17.000000000,4,8 m,30 deg.,8,data quality excellent in general,,narrowband,,narrowband
605,VM-150,VM-150,,,,1995-01-10 17:43:15.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
606,VM-150,VM-150,,,,1995-01-29 15:45:17.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
607,VM-150,VM-150,,,,1995-02-10 16:58:10.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
608,VM-150,VM-150,,,,1995-03-10 11:32:14.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
609,VM-150,VM-150,,,,1995-03-27 17:41:25.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
610,VM-150,VM-150,,,,1995-04-11 16:04:42.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
611,VM-150,VM-150,,,,1995-04-26 15:56:41.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
612,VM-150,VM-150,,,,1995-05-17 12:42:19.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
613,VM-150,VM-150,,,,1995-06-25 14:52:04.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
614,VM-150,VM-150,,,,1995-07-10 15:01:52.000000000,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
615,VM-150,VM-150,,,,1995-08-22 17:30:50.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
616,VM-150,VM-150,,,,1996-01-10 23:09:50.000000000,4 m,4 - 8,,4 - 16 m,hull mounted///bottom track phase = -4.1069,,,,
617,VM-150,VM-150,,,,1996-02-04 14:08:32.999999999,4 m,4 - 8,,4 - 16 m,hull mounted,,,,
618,VM-150,VM-150,,,,1996-04-09 04:49:34.000000000,4 m,2 - 4,,4 - 6 m,hull mounted,,,,
619,VM-150,VM-150,,,,1996-09-06 16:37:54.000000000,4 m,2 - 8,,4 - 12 m,hull mounted,,,,
620,VM-150,VM-150,,,,1997-01-03 06:11:17.000000000,4 m,2 m,,4 m,Moorings and CTD///hull mounted,,,,
621,VM-150,VM-150,,,,1997-01-13 13:15:16.000000000,4 m,2 - 8 m,,4 - 16 m,hull mounted,,,,
622,VM-150,VM-150,,,,1997-01-31 17:01:38.000000000,4 m,4 - 8 m,,4 - 16 m,"Moorings, CTD///hull mounted",,,,
623,VM-150,VM-150,,,,1997-03-04 17:12:38.000000000,4 m,4 - 8 m,,4 - 16 m,"Moorings, CTD///hull mounted",,,,
624,VM-150,VM-150,,,,1997-04-07 23:37:33.000000000,4 m,2 - 8 m,,4 - 16 m,"Moorings, CTD///hull mounted",,,,
625,VM-150,VM-150,,,,1997-05-18 05:37:06.999999998,4 m,4 m,,4 - 6 m,"Moorings, CTD///hull mounted",,,,
626,VM-150,VM-150,,,,1997-05-23 15:29:19.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
627,VM-150,VM-150,,,,1997-06-09 15:03:23.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
628,VM-150,VM-150,,,,1997-06-26 11:57:10.000000000,4 m,4 m,,4 m,hull mounted,,,,
629,VM-150,VM-150,,,,1997-10-01 14:30:53.999999996,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
630,VM-150,VM-150,,,,1997-10-21 22:26:37.000000000,4 m,4 - 8 m,,4 - 16 m,GLOBEC Moorings///hull mounted,,,,
631,VM-150,VM-150,,,,1999-02-21 15:24:41.000000000,4 m,4 - 8 m,,4 - 16 m,GLOBEC Moorings///hull mounted,,,,
632,VM-150,VM-150,,,,1999-03-10 23:35:45.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
633,VM-150,VM-150,,,,1999-03-28 16:47:01.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
634,VM-150,VM-150,,,,1999-04-17 14:59:07.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
635,VM-150,VM-150,,,,1999-05-06 09:06:56.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
636,VM-150,VM-150,,,,1999-05-15 05:51:14.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
637,VM-150,VM-150,,,,1999-06-13 18:11:09.000000000,4 m,4 m,,4 - 6 m,hull mounted,,,,
638,VM-150,VM-150,,,,1999-10-15 16:48:04.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
639,VM-150,VM-150,,,,1999-12-04 12:18:15.000000000,4 m,4 - 8 m,,4 - 16 m,hull mounted,,,,
640,VM-150,VM-150,,,,1996-10-24 11:24:11.000000000,4 m,8 m,,8 m,mooring cruise///hull mounted,,,,
641,VM-300,VM-300,,,,1997-02-11 17:18:30.000000000,4 m,8 m,,8 m,broadscale cruise///hull mounted,,,,
642,VM-300,VM-300,,,,1997-03-02 15:58:55.000000000,4 m,4 m,,4 m,broadscale cruise///hull mounted,,,,
664,VM-150,VM-150,,,,1999-05-20 14:32:47.000000000,4 m,4 - 8 m,,4 - 16 m,process cruise///hull mounted,,,,
665,VM-150,VM-150,,,,1999-07-06 15:16:44.000000000,4 m,4 - 8 m,,4 - 16 m,mooring cruise///hull mounted,,,,
666,VM-150,VM-150,,,,1999-08-01 20:25:27.000000000,4 m,4 - 8 m,,4 - 16 m,mooring cruise///hull mounted,,,,
667,VM-150,VM-150,,,,1999-08-11 16:01:06.000000000,4 m,4 - 8 m,,4 - 16 m,mooring cruise///hull mounted,,,,
668,VM-150,VM-150,,,,1999-08-25 14:29:34.000000000,4 m,4 m,,4 - 6 m,mooring/process cruise///hull mounted,,,,
669,VM-300,VM-300,,,,1997-05-20 00:18:56.000000002,2 m,1 m,,1.5 m,broad-scale cruise///hull mounted,,,,
670,VM-300,VM-300,,,,1997-06-18 20:43:48.000000000,2 m,1 m,,1.5 m,broad-scale cruise///hull mounted,,,,
671,VM-300,VM-300,,,,1998-01-07 23:51:56.000000000,2 m,1 m,,1.5 m,broad-scale cruise///hull mounted,,,,
672,VM-300,VM-300,,,,1998-06-15 22:52:31.000000000,2 m,1 m,,1.1 m,broad-scale cruise///hull mounted,,,,
673,VM-300,VM-300,,,,1999-05-19 19:01:06.000000002,2 m,1 m,,1.5 m,broad-scale cruise///hull mounted,,,,
674,VM-150,VM-150,,,,1999-05-11 14:38:51.000000000,4 m,4 m,,4 - 6 m,process cruise///hull mounted,,,,
676,RDI 75KHz Ocean Surveyor,OS-75,,,,2003-09-25 22:06:50.000000000,8 m,16 m,,16 m,,,,,
677,RDI 75KHz Ocean Surveyor,OS-75,,,,2003-10-23 18:10:21.000000000,8 m,16 m,,16 m,,,,,
678,VM-150,VM-150,,,,2003-05-22 22:38:41.000000000,16m,8m,,8m,long port call in Honolulu during this cruise;///Up to nine 60-kHz Syncro Loads///sound speed correction///ample calibration points,,,,
679,VM-150,VM-150,,,,2003-08-22 00:50:41.000000000,16m,8m,,8m,long port call in Honolulu during this cruise;///Up to nine 60-kHz Syncro Loads///sound speed correction///ample calibration points,,,,
680,VM-150,VM-150,,,,2003-09-14 20:06:23.000000000,16m,8m,,8m,Up to nine 60-kHz Syncro Loads///sound speed correction///ample calibration points,,,,
681,VM-150,VM-150,,153 KHz,,1990-10-09 21:04:05.000000000,4 m,8 m,30 deg,8 m,no big gaps in fix file///ok,,,,
682,VM-150,VM-150,,153 KHz,,1990-10-30 09:41:32.000000000,4 m,8 m,30 deg,8 m,Some data deleted due///no big gaps in fix file///ok,,,,
683,VM-150,VM-150,,153 KHz,,1991-07-27 01:09:46.999999998,4 m,8 m,30 deg,8 m,no big gaps in fix file///ok,,,,
684,VM-150,VM-150,,153 KHz,,1992-03-17 02:07:39.000000000,4 m,8 m,30 deg,8 m,Also leg to NE of Hawaii a few hundred miles///no big gaps in fix file///ok,,,,
685,VM-150,VM-150,,153 KHz,,1992-04-14 04:29:11.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
686,VM-150,VM-150,,153 KHz,,1992-06-05 00:03:49.000000002,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
687,VM-150,VM-150,,153 KHz,,1992-07-13 21:36:14.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
688,VM-150,VM-150,,153 KHz,,1992-08-12 05:23:40.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
689,VM-150,VM-150,,153 KHz,,1993-01-07 18:31:18.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
690,VM-150,VM-150,,153 KHz,,1993-02-04 18:49:52.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
691,VM-150,VM-150,,153 KHz,,1993-04-13 01:34:56.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
692,VM-150,VM-150,,153 KHz,,1993-06-04 21:02:45.000000000,4 m,8 m,30 deg,8 m,editing applied///no big gaps in fix file///ok,,,,
